,us_adp,us_ism_manufacturing,us_ism_new_orders,us_ism_employment,us_mortgage_30y,us_mortgage_15y,us_NFIB_index,us_NFIB_plans_inc_empl,us_NFIB_plan_cap_outlays,us_NFIB_plan_inventories,us_NFIB_economy,us_NFIB_price_plan,zew_confidence,zew_situation,eu_hicp,eu_ip,eu_pmi_manuf,uk_rs_ex_fuel,uk_employment,uk_unemployment,uk_pmi_composite,uk_pmi_services,uk_pmi_manuf,uk_pmi_const,uk_2y,uk_10y,uk_halifax_housing,bra_cpi,bra_ppi_igpm,bra_ppi_igpdi,bra_ppi_igp10,bra_business_confidence_sa,bra_business_situation_sa,bra_business_expectations_sa,bra_ppi_incc,bra_uncertainty,bra_uncertainty_media,bra_uncertainty_expectations,bra_employment_leading_fgv,bra_gdp_fgv,bra_ip,bra_industry,bra_extrativist,bra_retail_sales,bra_exports,bra_imports,zinc_fut,nickel_fut,ironOre_fut,cny_new_loans,cny_total_reserves,cny_gold_reserves,cny_m1,cny_m2,cny_st_rate,cny_1y_rate,cny_5y_rate,cny_10y_rate,cny_pmi,cny_pmi_production,cny_pmi_new_orders,cny_pmi_exports,cny_pmi_inventory,cny_pmi_imports,cny_exports,cny_imports,cny_trade_balance,cny_coal_output,cny_oil_output,cny_ng_output,cny_ip,jpy_cpi
31.12.18,117162000,54.1,51.1,56.2,4.75,4.21,105.023,23,30,9,7,25,-17.5,45.3,126.28,84.6,51.4,98.5,32597306.41,4.013542133,,51.2,54.2,52.8,0.75,1.269,0.022,5100.61,697.446,707.441,721.279,94.8,90.5,99.8,745.856,113,113.4,106.2,97,169,87.77422,103.50552,85.69266,120.34426,19365.3,1480,2719,,76.03,19311,31679.93,763.31,551685.91,1826744.22,1.442,2.6,2.9676,3.2265,,,,,,,,,,,,,,99.7
31.01.19,117559000,56.6,58.2,55.5,4.51,3.99,104.84,25,37,11,6,27,-15,27.6,125.25,79.9,50.5,98.5,32713764.04,3.930561979,,50.1,52.8,50.6,0.755,1.22,-0.029,5116.93,697.923,707.488,719.415,96.4,90.2,101.3,749.517,111.5,112,104.6,101.1,170.2,87.21258,103.68338,85.40473,92.6109,18021.3,187.6,2778,,87.33,46791,31863.52,793.19,545638.46,1865935.33,1.805,2.3873,2.8943,3.1037,,,,,,,,,,,,,,99.7
28.02.19,117750000,54.2,55.5,52.3,4.41,3.84,105.297,24,39,1,2,26,-13.4,15,125.7,79.1,49.3,99.1,32720868.66,3.941531131,,51.3,52,49.5,0.83,1.303,0.059,5138.93,706.66,713.747,722.292,96.2,91,99,750.18,111.3,109.1,115.3,99.3,169.6,87.41084,91.59816,86.42758,85.57359,15757.5,1453.9,2923,,85.7,9665,31887.86,794.98,527190.48,1867427.45,1.9621,2.4053,3.0466,3.1731,,,,,,,,,,,,,,99.7
31.03.19,118054000,55.3,57.4,57.5,4.41,3.83,102.74,19,33,1,11,24,-3.6,11.1,126.7,89,47.5,99.6,32696693.78,3.817800811,,48.9,55.1,49.7,0.633,0.996,-0.016,5177.47,714.243,722.707,732.383,94.3,89.8,96.1,752.524,109.2,106.9,114.8,93.5,169.4,87.07025,89.12207,86.65906,90.33794,17452.9,14572.1,2825.5,,93.24,29602,31961.18,785.25,547575.54,1889412.14,2.0201,2.4377,2.9577,3.0683,,,,,,,,,,,,,,99.7
30.04.19,118339000,52.8,51.7,52.4,4.08,3.56,107.58,26,40,-1,14,22,3.1,5.5,127.59,84.9,47.9,99.5,32746123.75,3.830274365,,50.4,53.1,50.5,0.762,1.186,0.011,5206.98,720.695,729.346,739.691,94.3,90.3,96.4,755.373,117.3,113.3,126.2,92.5,169.8,87.37812,79.09601,88.08276,89.49337,19301,15319.9,2524,,98.76,16710,31924.61,783.49,540614.6,1884670.33,1.921,2.6902,3.1949,3.3869,,,,,,,,,,,,,,100
31.05.19,118604000,52.1,52.7,53.7,4.14,3.6,109.863,30,38,2,17,19,-2.1,8.2,127.84,86.3,47.7,99.1,32748934.25,3.795611235,,51,49.4,48.6,0.603,0.888,0.005,5213.75,723.577,732.595,744.869,92.2,89.8,95.3,755.625,119.5,116.6,123.1,85.8,170.4,87.27183,85.39229,87.26224,92.74392,20620.1,16801.2,2495,,109.18,17124,31998.1,798.25,544355.64,1891153.7,1.7183,2.679,3.0731,3.2751,,,,,,,,,,,,,,100
30.06.19,118663000,51.7,50,54.5,3.82,3.28,101.005,13,26,0,10,22,-21.1,7.8,127.97,85.8,47.6,100.6,32811255.67,3.892838431,,50.2,48,43.1,0.616,0.832,-0.003,5214.27,728.142,738.421,748.534,93.1,90.2,96.9,762.304,119.1,114.2,130.7,86.6,170.7,86.58524,87.96366,86.64241,89.72341,18427.4,14823.6,2444,,120.02,26243,32252.35,872.68,567696.18,1921360.19,1.473,2.6429,3.057,3.2254,,,,,,,,,,,,,,99.8
31.07.19,118869000,51.2,50.8,51.7,3.75,3.18,106.21,23,35,0,19,22,-24.5,-1.1,127.6,84.6,46.5,101.6,32777102.3,3.797049199,50.7,51.4,48,45.3,0.428,0.609,-0.002,5224.18,728.084,741.346,753.087,93.9,90.4,98.8,766.699,108.4,105,118.6,87,170.9,85.96859,91.49678,85.15583,92.82612,20166.3,19839.8,2205,,90.91,12872,32114.97,888.76,553043.11,1919410.82,2.1733,2.6183,2.9994,3.1552,,,,,,,,,,,,,,99.8
31.08.19,119010000,49.1,47.2,47.4,3.75,3.2,106.941,24,36,4,10,17,-44.1,-13.5,127.77,80.2,47,101.2,32692795.64,3.862740715,50.2,50.6,47.4,45,0.402,0.479,0.003,5229.93,724.395,736.402,749.552,94.6,91.6,98.8,769.951,114.2,114.4,107.9,86.8,170.2,86.84815,96.61206,86.17041,95.20323,19748.3,18415.7,2378,,92.91,21956,32214.99,954.5,556798.09,1935492.43,2.136,2.6179,2.9627,3.0573,,,,,,,,,,,,,,100
30.09.19,119098000,47.8,47.3,46.3,3.49,3,102.1,12,24,6,3,25,-22.5,-19.9,127.97,83.9,45.7,101,32753276.87,3.833197771,49.3,49.5,48.3,43.3,0.368,0.486,-0.004,5227.84,728.04,736.362,747.406,95.1,91.7,100,773.52,116.9,115.9,113.7,87.1,171.4,86.84001,94.74544,86.38351,91.38233,20338.5,18146,2482.5,,89.55,25142,32044.51,930.45,557137.95,1952250.49,1.8325,2.5628,3.0123,3.1411,,,,,,,,,,,,,,100.1
31.10.19,119172000,48.3,49.1,47.7,3.65,3.14,100.731,19,33,-2,1,20,-22.8,-25.3,128.13,82.4,45.9,100.5,32801402.2,3.757134152,50,50,49.6,44.2,0.51,0.631,-0.001,5233.07,732.041,741.333,753.153,94.9,93,98.8,774.939,111.1,108,119.2,85.8,171.6,88.70463,93.92448,88.05412,96.6,19645.2,1946.7,2273.5,,84.68,8680,32191.25,946.51,558143.92,1945600.55,1.9139,2.6648,3.081,3.288,,,,,,,,,,,,,,100.4
30.11.19,119364000,48.1,47.2,46.6,3.69,3.13,103.836,30,44,2,2,21,-2.1,-24.7,127.91,81.6,46.9,100.1,32900951.14,3.818563278,49.3,49.3,48.9,45.3,0.553,0.7,0.01,5259.76,738.264,743.558,754.621,95.3,92.8,99.2,775.225,105.1,103.6,108.9,88.4,170.5,86.80058,92.19119,86.21538,104.85713,17780.2,15963.8,2272,,91.53,19937,32062.63,914.69,562486.52,1961429.56,1.8534,2.6431,2.9755,3.165,50.2,52.6,51.3,48.8,46.4,49.8,221337434,183411013,37618000,33405.7,1570.4,150.8,6.2,100.5
31.12.19,119638000,47.2,46.8,45.1,3.68,3.14,99.087,10,28,-5,6,20,10.7,-19.9,128.27,76.8,46.3,99.3,32933598.3,3.768513015,49.3,50,47.5,44.4,0.536,0.825,0.017,5320.25,751.121,759.112,767.394,95.9,94.4,98.8,776.839,112.4,112.4,107.1,89.9,170.4,86.03337,90.86814,85.01971,123.4918,18540.8,14262.6,2200,,92.44,22013,32229.32,954.06,576009.15,1986488.82,1.2,2.3631,2.8897,3.1365,50.2,53.2,51.2,50.3,45.6,49.9,238267589,191057245,47210000,33174.2,1606.5,160.2,6.9,100.5
31.01.20,121300000,50.9,52,46.6,3.72,3.16,105.388,22,37,7,7,24,26.7,-9.5,127.42,73.7,47.9,100.7,32985005.88,3.912848908,53.3,53.9,50,48.4,0.511,0.526,0.004,5331.42,751.82,762.733,775.581,97.2,93.8,100.1,779.766,112.9,111.6,112.5,92.3,170.6,87.10318,88.49146,86.78066,93.92583,14550.5,18173.1,2021.5,,86.46,50535,32342.2,992.4,545531.79,2023066.49,1.4316,2.181,2.7883,2.9932,50,51.3,51.4,48.7,46,49,146224283,149772102.5,54690000,24451.3,1600.1,157.05,-1.1,100.5
29.02.20,121453000,50.1,49.8,46.9,3.45,2.97,109.406,31,40,6,25,20,8.7,-15.7,127.68,74.5,49.2,100,33073037.29,3.96121297,53,53.2,51.7,52.6,0.315,0.44,0.003,5344.75,751.91,762.423,775.683,97.3,92.2,101,782.336,115.1,113,117.3,92,171.7,87.5097,88.28754,87.28929,89.57254,15615.5,14898.6,1905.5,,88.02,8737,32266.73,1008.47,552700.73,2030830.42,1.2517,1.9291,2.5266,2.7376,35.7,27.8,29.3,28.7,46.1,31.9,146224283,149772102.5,-62119000,24451.3,1600.1,157.05,-1.1,100.3
31.03.20,121017000,49.1,42.2,43.8,3.29,2.79,98.995,12,23,7,4,12,-49.5,-43.1,128.27,78.1,44.5,95.2,32984357.4,4.003375401,36,34.5,47.8,39.3,0.134,0.355,0,5348.49,764.276,771.908,780.662,88.8,90.7,87.4,784.338,167.1,161,163.5,82.6,165.1,80.50849,88.68045,79.31705,89.30392,18403.5,16313,1939.5,,83.84,51838,31802.74,1007.9,575050.29,2080923.41,1.29,1.687,2.3372,2.5899,52,54.1,52,46.4,49.1,48.4,185146228,165213108,19933000,33726,1656.3,168.6,-1.1,100.3
30.04.20,114360000,41.5,27.1,27.5,3.33,2.82,87.671,-8,16,-7,20,2,28.2,-91.5,128.55,68.1,33.4,81.1,32779272.31,4.051829315,13.8,13.4,32.6,8.2,0.011,0.227,-0.006,5331.91,764.656,778.101,789.501,56,59.7,52.6,786.07,210.5,195.3,225.8,39.7,149,64.75422,86.63862,61.87791,74.15438,17657.6,12780.5,1988,,92.05,31027,32179.39,1066.66,570150.48,2093533.83,0.8808,1.1465,1.7886,2.538,50.8,53.7,50.2,33.5,49.3,43.9,200233629,154900580,45333000,32212.1,1587.5,161.4,3.9,100.2
31.05.20,114164000,43.1,31.8,32.1,3.26,2.73,91.142,1,24,-8,27,8,51,-93.5,128.55,76.1,39.4,90.2,32678492.98,4.117683422,30,29,40.7,28.9,-0.043,0.185,-0.002,5311.65,772.843,780.28,790.079,62.6,62.2,63.6,787.666,190.3,171.1,230.1,42.7,150.9,69.83843,81.4806,68.19595,85.89734,17581.5,14428,2047.5,,102.95,31866,32298.81,1082.92,581111.06,2100183.74,1.3483,1.601,2.2241,2.7053,50.6,53.2,50.9,35.3,47.3,45.3,206812825,143886746,62926000,31884,1645.6,159.4,4.4,100.1
30.06.20,114125000,52.6,56.4,42.1,3.18,2.62,97.991,9,29,-7,37,11,63.4,-83.1,129.01,77.2,47.4,102.1,32560231.7,4.114619634,47.7,47.1,50.1,55.3,-0.082,0.172,-0.001,5325.46,785.221,792.429,802.295,75.9,71.7,82.3,790.331,173.6,152.5,228,56.7,158.4,76.75491,86.21823,75.78187,90.16065,17598.4,11720.8,2318.5,,108.9,34681,32433.25,1107.6,604317.97,2134948.66,1.1706,2.1764,2.5542,2.823,50.9,53.9,51.4,42.6,46.8,47,213574174,167152978,46421000,33427.6,1624.2,151.9,4.8,99.9
31.07.20,113842000,54.2,61.5,44.3,3.07,2.56,100.731,25,34,3,31,13,59.3,-80.9,128.71,76.5,51.8,105.1,32548590.52,4.33828977,57,56.5,53.3,58.1,-0.072,0.105,0.016,5344.63,803.584,810.083,817.62,83.6,79.5,88.4,799.589,163.7,144.1,215.9,66.1,161.5,83.6405,93.32225,82.44924,97.92533,19537.6,130.7,2515,,122.53,16928,32982.23,1230.88,591192.64,2125458.46,1.4036,2.2428,2.7022,2.9664,51.1,54,51.7,48.4,47.6,49.1,237631279,175301874,62329000,31794.1,1646.3,142.4,4.8,100
31.08.20,114071000,56,67.6,46.4,2.88,2.44,102.283,21,44,11,23,16,71.5,-81.3,128.26,73.3,51.7,106.1,32460886.08,4.554413218,59.1,58.8,55.2,54.6,-0.05,0.313,0.016,5357.46,834.713,832.313,838.311,92.1,88.2,94.6,805.356,160.3,143.5,202.6,74.8,164.2,86.26926,94.57273,85.78771,101.07764,17548.5,12602.5,2403,,123.98,35853,33079.43,1226.15,601289.1,2136836.91,1.4504,2.5123,2.9549,3.0177,51,53.5,52,49.1,47.1,49,235259186,176333799,58925000,32580.9,1665.1,142.1,5.6,100.1
30.09.20,114213000,55.4,60.2,49.6,2.93,2.42,104.201,29,39,0,37,17,77.4,-66.2,128.3,77.3,53.7,107.1,32333280.61,4.879491559,56.5,56.1,54.1,56.8,-0.014,0.232,0.016,5391.75,862.259,868.442,874.658,96.7,93.1,99.2,814.701,145.8,130,190,82,168,88.54742,89.81019,88.87133,98.03824,18286,13921.4,2523,,120.19,34693,32812.08,1182.02,602312.12,2164084.8,1.857,2.6462,3.0537,3.1482,51.5,54,52.8,50.8,48.4,50.4,239757675,202759047,36999000,33107.3,1609.6,145.9,6.9,99.9
31.10.20,114447000,59.3,67.9,53.2,2.88,2.36,103.379,13,28,9,31,20,56.1,-59.5,128.54,82,54.8,108.7,32308625.7,5.057790832,52.1,51.4,53.7,53.1,-0.024,0.263,0.003,5438.12,893.977,896.505,902.681,97.7,96.7,97.1,828.778,143.8,126,194.3,84.9,167.8,89.74378,87.45369,89.92278,104.67262,17805.5,14122,2790.5,16033,124.62,13929,32662.86,1178.86,609182.41,2149720.42,2.0475,2.7273,2.9755,3.181,51.4,53.9,52.8,51,44.9,50.8,237182561,178739425,58443137,33662.8,1641.2,163.2,6.9,99.8
30.11.20,114576000,57.5,65.1,48.4,2.78,2.32,103.196,15,36,15,14,20,39,-64.3,128.18,80.7,53.8,104.6,32306044.26,5.128913894,49,47.6,55.6,54.7,-0.018,0.306,0.012,5486.52,917.538,925.887,934.342,96.5,98.5,93.7,839.382,145.8,129.6,192,84.5,168.9,90.25594,84.33712,90.799,108.58743,17522.9,15837.9,2751,16613,155.84,21355,33096.27,1104.12,618632.17,2172002.55,1.1982,2.831,3.0708,3.25,52.1,54.7,53.9,51.5,45.7,50.9,268074093,192673058,75401035,34727.3,1596.5,168.6,7,99.5
31.12.20,114518000,60.7,67.9,51.5,2.71,2.26,98.904,23,31,8,-9,22,55,-66.5,128.59,75.7,55.2,105.4,32159468.46,5.224935458,50.4,49.4,57.5,54.6,-0.155,0.196,0.002,5560.59,924.504,934.758,952.789,96.3,99,95,845.268,142.3,129.4,176.2,85.7,170.5,90.45128,86.67678,90.71118,125.05778,18599.5,20538.9,2579.5,17691,168.13,16476,33565.29,1182.46,625580.99,2186795.89,0.8222,2.4739,2.9512,3.1429,51.9,54.2,53.6,51.3,46.2,50.4,281927726,203753955,78173772,35189.3,1626.8,187.1,7.3,99.3
31.01.21,114409000,58.7,61.1,52.6,2.65,2.16,98.995,16,22,8,-8,28,61.8,-66.4,128.96,69.2,54.8,96.3,32126040.91,5.143555503,41.2,39.5,54.1,49.2,-0.101,0.329,-0.003,5574.49,951.395,958.844,965.507,94.9,94.8,94.3,852.809,137.4,128.3,158.7,83.5,170.8,91.28391,89.76679,91.09168,93.5506,15098.4,17717.2,2792.5,18577,165.61,51884,33493.05,1167.55,625563.81,2213047.33,2.8375,2.6799,3.0006,3.1786,51.3,53.5,52.3,50.2,49,49.8,264018839,198640212,65378627,30879.65,1604.1,174.15,14.1,99.8
28.02.21,114750000,60.8,64.8,54.4,2.73,2.21,100.365,29,30,11,-19,34,71.2,-67.2,129.3,69,57.9,98.5,32167783.96,5.062615677,49.6,49.5,55.1,53.3,0.129,0.823,-0.001,5622.43,977.133,983.063,994.203,93.3,92,93.8,868.929,128.2,122.2,140.5,82.9,173.6,89.53266,87.22923,89.61442,86.09025,16499.5,16856.3,2818.5,16068,166.9,17243,33360.18,1091.78,593487.46,2236030.26,1.7149,2.6036,3.105,3.2798,50.6,51.9,51.5,48.8,48,49.6,204855176,166975331,37879844,30879.65,1604.1,174.15,14.1,99.8
31.03.21,115047000,64.7,68,59.6,3.02,2.34,102.466,29,27,17,-8,34,76.6,-61,130.4,82.3,62.5,101.9,32164695.57,4.945237821,56.4,56.3,58.9,61.7,0.105,0.846,0.011,5674.72,998.344,1011.948,1023.946,85.9,87.4,85.2,880.265,136.5,129.5,149.4,77.1,171,87.31934,87.83052,87.25046,91.29534,24562.1,2576.4,2926,17674,179.63,33762,32970.95,1059.33,616113.17,2276488.45,1.8069,2.577,2.9836,3.1887,51.9,53.9,53.6,51.2,46.7,51.1,241134158,227336197,13797961,34076.2,1709.4,184.7,14.1,99.9
30.04.21,115265000,60.7,64.3,55.1,3.18,2.45,105.023,31,36,18,-8,37,70.7,-48.8,131.15,78,62.9,110.6,32174098.92,4.893354749,60.7,61,60.9,61.6,0.084,0.843,0.014,5692.31,1020.495,1027.211,1040.098,89.6,87.8,92.3,888.191,129.4,125.4,133.2,78.7,170.8,85.84392,89.49316,85.32471,91.74785,26182.8,17423.7,3060,18113,205.73,18570,33304.05,1107.32,605421.89,2262107.12,1.6292,2.3591,2.9615,3.164,51.1,52.2,52,50.4,46.8,50.6,263923793,221063587,42860206,32221.7,1640.7,168.6,9.8,99.1
31.05.21,115753000,61.2,67,50.9,2.96,2.3,105.388,46,33,0,-13,42,84.4,-40.1,131.52,76.9,63.1,109.5,32191459.04,4.862163996,62.9,62.9,65.6,64.2,0.066,0.796,0.013,5739.56,1055.167,1069.289,1073.762,94.6,93.8,96.5,907.899,119.9,117,123.4,83.4,171.1,86.81733,90.81431,86.29355,99.58965,26407.2,1930.6,2974.5,18214,214.55,19522,33624.71,1190.2,616828.32,2275538.07,1.7566,2.4113,2.9245,3.045,51,52.7,51.3,48.3,46.5,50.9,263922347,218382769,45539578,32628.9,1702.8,168.8,8.8,99.4
30.06.21,116045000,60.6,66,49.9,2.99,2.27,112.694,47,40,17,-3,43,79.8,-9.1,131.84,79.2,63.4,111.3,32302883.01,4.718848106,62.2,62.4,63.9,66.3,0.059,0.718,-0.005,5769.98,1056.343,1075.733,1098.656,98.3,98.2,100.9,927.512,122.3,121.7,115.7,87.6,171.7,86.59589,90.54337,86.34839,95.87829,29262.5,21810.8,3027,19552,211.99,37017,33458.97,1104.5,637479.36,2317788.36,1.95,2.4293,2.9516,3.0778,50.9,51.9,51.5,48.1,47.1,49.7,281417178,229890607,51526570,32318.6,1666.8,172.2,8.3,99.5
31.07.21,116663000,59.5,64.9,52.9,2.98,2.26,105.479,40,34,11,-16,44,63.3,21.9,131.88,80.3,62.8,107.9,32409474.87,4.581950152,59.2,59.6,60.4,58.7,0.061,0.566,0.004,5825.37,1071.615,1084.095,1100.617,101.6,99.8,103.9,935.359,119.3,118.9,113.2,89.2,171,85.11129,90.09898,84.78544,103.55395,25748.3,19486.4,3003.5,19547,159.25,10752,33716.08,1143.72,620367.05,2302153.82,1.4889,2.1346,2.6872,2.8363,50.4,51,50.9,47.7,47.6,49.4,282662343,226073489,56590000,31417.4,1687.2,157.6,6.4,99.7
31.08.21,117296000,59.9,66.7,49,2.77,2.1,101.461,43,35,7,-25,43,40.4,29.3,132.32,75.2,61.4,108.4,32489266.65,4.443785179,54.8,55,60.3,55.2,0.158,0.622,0.007,5876.05,1070.147,1091.29,1113.599,102.5,100.5,103.7,939.699,119.6,118.4,116.2,90.1,171.4,85.06117,93.12055,84.47529,96.9722,27412.2,21742.2,2988,17936,119.65,29893,34087.36,1136.89,626658.69,2312267.68,1.4189,2.3105,2.6811,2.845,50.1,50.9,49.6,46.7,47.7,48.3,294315479,235984248,58330000,33524,1702.8,158.7,5.3,99.7
30.09.21,117632000,61.1,66.7,50.2,2.87,2.18,110.868,52,51,15,-27,46,26.5,31.9,132.96,79,58.6,107.7,32591860.58,4.26388958,54.9,55.4,57.1,52.6,0.411,1.022,0.017,5944.21,1064.31,1084.312,1109.447,100,99.3,99.9,944.52,131.4,132.6,113.9,87,171.2,84.67314,92.40875,84.03937,92.96358,24592.9,2241.8,3378.5,19448,121.23,29026,33730.16,1091.75,624645.68,2342829.7,1.65,2.3327,2.7134,2.8776,49.6,49.5,49.3,46.2,47.2,46.8,305737341,238979506,66760000,33409.8,1661,156.8,3.1,100.1
31.10.21,117938000,60.8,59.8,52,2.99,2.23,102.1,41,38,11,-28,51,22.3,21.6,134.14,79.4,58.3,109.9,32582755.16,4.185284102,57.8,59.1,57.8,54.6,0.71,1.032,0.009,6018.51,1081.301,1091.283,1106.04,100.4,99.5,100.3,952.596,127.1,128.4,110.7,87.1,170,84.24015,84.08392,83.89558,97.52042,22848.1,21480.8,3200.5,19897,94.97,16176,33922.29,1108.26,626082.12,2336160.48,1.7,2.31,2.8438,2.9732,49.2,48.4,48.8,46.6,46.3,47.5,300221418,215681597,84540000,35708.9,1682.6,164.5,3.5,99.9
30.11.21,118438000,61.1,61.5,53.3,3.09,2.35,101.096,23,35,14,-35,53,31.7,12.5,134.78,80.2,58.4,110.5,32561397.62,4.072606808,57.6,58.5,58.1,55.5,0.479,0.811,0.01,6075.69,1075.022,1091.483,1119.194,96.4,97,95.8,959.001,125.2,122.6,125,83,172.4,84.36771,87.30609,83.80416,104.02254,20733.8,2367.1,3534,20757,112.5,25983,33989.27,1130.34,637482.04,2356012.76,1.75,2.2463,2.692,2.825,50.1,52,49.4,48.5,47.9,48.1,325525287,253813881,71710000,37084.4,1631.1,177.3,3.8,100.1
31.12.21,118804000,58.7,60.4,54.2,3.11,2.39,97.534,22,33,10,-37,49,29.9,-7.4,135.42,75.3,58,109.6,32567384.41,4.044274282,53.6,53.6,57.9,54.3,0.679,0.972,0.011,6120.04,1088.489,1100.988,1117.636,94.1,95.8,94.4,962.321,118.7,117.6,115.5,81.8,173.9,86.61497,88.35425,86.07866,121.37463,24664,21915.1,3586,22328,131.15,23580,34269.08,1131.25,647443.35,2382899.56,1.7774,2.2429,2.6092,2.7754,50.3,51.4,49.7,48.1,48.5,48.2,340498780,246035373,94460000,38466.8,1646.8,191.9,4.3,100.1
31.01.22,119176000,57.6,57.9,54.5,3.22,2.43,101.005,35,37,5,-21,47,51.7,-10.2,136.15,73.3,58.7,109.4,32530044.92,3.974427496,54.2,54.1,57.3,56.3,1.044,1.309,0.003,6153.09,1110.398,1120.999,1137.594,91.6,91.3,91.4,969.184,116.4,118.9,99.6,76.5,171,85.01675,83.20481,84.77628,92.15797,19968.4,21303.5,3666,24282,141.99,61623,33982.41,1124.61,613859.35,2431022.72,1.73,1.9514,2.3634,2.6997,50.1,50.9,49.3,48.4,48,47.2,327285953,241914340,85372000,34329.9,1673.7,186.2,5,100.3
28.02.22,119551000,58.6,61.7,52.9,3.55,2.77,97.808,24,41,4,-29,47,54.3,-8.1,137.34,71.2,58.2,110.3,32566487.4,3.832042456,59.9,60.5,58,59.1,1.053,1.415,0.005,6215.24,1127.077,1141.546,1160.111,91.1,88.1,93.3,972.904,117.1,118.9,103,75.1,174,85.59172,88.28279,85.14686,87.19062,23713.2,20153.3,4173.5,32107,150.84,12212,33973.93,1196.4,621612.11,2441488.9,1.8,2.0442,2.5105,2.775,50.2,50.4,50.7,49,47.3,48.6,217416504,186832863,30584000,34329.9,1673.7,186.2,5,100.7
31.03.22,119976000,57.1,53.8,56.3,3.76,3.01,93.242,26,22,0,-54,52,-39.3,-21.4,140.61,82.4,56.5,110.5,32632102.26,3.713963381,60.9,62.6,55.2,59.1,1.359,1.607,0.014,6315.93,1153.777,1161.418,1173.787,91.8,92.1,92.4,981.244,121.3,121.9,110.2,75,178.1,86.10847,88.9085,85.9408,95.80986,29700.4,23625.1,4107,31771,150.77,46475,33731.59,1216.63,645063.8,2497688.34,1.8912,2.1299,2.5733,2.7878,49.5,49.5,48.8,47.2,48.9,46.9,276084613,228704260,47380000,39579.5,1771.3,196.8,5,101.1
30.04.22,120433000,55.4,53.5,50.9,4.72,3.91,99.269,28,38,4,-28,49,-41,-30.8,141.78,79.8,55.5,111.1,32706846.38,3.821630196,58.2,58.9,55.8,58.2,1.608,1.909,0.011,6382.88,1158.546,1177.809,1202.871,94.5,95.7,94.4,990.543,114.9,113.6,114,79.5,177.3,86.25855,89.08532,86.06452,95.87093,29253.5,22442.2,3913.5,28392,133.51,9430,33011.96,1197.31,636139.01,2499710.9,1.5917,2.032,2.6136,2.8386,47.4,44.4,42.6,41.6,50.3,42.9,273619664,222500588,51120000,36279.6,1699.6,177,-2.9,101.5
31.05.22,120791000,56.1,55.1,49.6,5.27,4.52,96.438,33,33,6,-51,50,-34.3,-36.5,143.13,79.8,54.6,111.4,32862606.75,3.764112696,53.1,53.4,54.6,56.4,1.578,2.1,0.01,6412.88,1166.542,1183.953,1204.02,97.4,98.1,98.1,1013.164,116.9,114.1,121,80.9,175.6,86.58192,84.09733,86.81036,99.4363,30050,26600.8,3157,22698,130,28338,33054.19,1151.83,645107.52,2527026.15,1.2277,1.916,2.5464,2.7426,49.6,49.7,48.2,46.2,49.3,45.1,308244886,229490725,78750000,36783.3,1756.7,177,0.7,101.8
30.06.22,121171000,53,49.2,47.3,5.09,4.32,99.178,30,31,17,-52,48,-28,-27.6,144.44,81.2,52.1,112.5,32791913.24,3.795342738,53.7,54.3,52.8,52.6,1.878,2.24,0.018,6455.85,1173.831,1190.882,1212.941,98.8,100,99.7,1034.824,120.6,114.7,124.7,81.9,177.1,86.25176,85.92919,86.57711,95.75079,33198,25805.3,3307,23854,107.22,51701,32465.95,1138.23,674374.81,2581451.2,1.4,1.9504,2.6529,2.8205,50.2,52.8,50.4,49.5,48.6,49.2,331264197,233322854,97940000,37931.3,1719.5,173,3.9,101.8
31.07.22,121439000,52.8,48,49.9,5.3,4.45,93.516,27,25,9,-51,37,-53.8,-45.8,144.78,,49.8,114,32746412.51,3.60297692,52.1,52.6,52.1,48.9,1.714,1.853,-0.001,6411.95,1169.426,1193.337,1220.204,98.5,100.3,97.6,1043.76,120.8,117.7,124.7,81.1,178.1,86.72809,87.94887,86.90077,98.04262,30225.8,2671.7,3459.5,21411,104.76,7620,32754.9,1098.39,661832.33,2578078.57,1.1526,1.8623,2.5136,2.756,49,49.8,48.5,47.4,48,46.9,332964256,231696993,101270000,37266.3,1712.6,170.6,3.8,102.3
31.08.22,121571000,52.8,51.3,54.2,4.99,4.26,94.064,29,22,6,-37,32,-55.3,-47.6,145.75,,49.6,112.4,32754059.77,3.500022347,49.6,50.9,47.3,49.2,3.008,2.799,0.004,6388.87,1162.956,1185.004,1211.822,100.7,101.3,99.1,1044.679,116.6,115.1,115.4,82.3, - ,86.21293,84.80802,86.72367,98.47597,,,2968,21107,98.31,24322,32237.62,1074.9,664604.85,2595068.27,1.15,1.7378,2.4065,2.6225,49.4,49.8,49.2,48.1,45.2,47.8,314920505,235527165,79390000,37044,1694.1,169.8,4.2,102.7
30.09.22,121763000,50.9,47.1,48.7,5.66,4.98,,,,,,,-61.9,-60.5,,,48.4,,,,49.1,50,48.4,52.3,4.301,4.096,-0.001,,1148.811,1173.793,1200.867,101.5,102,100.1,1045.616,111.7,110.6,111.6,83.8, - ,,,,,,,2923.5,21806.5,96.97,,31935.79,1047.24,,,,,,,50.1,51.5,49.8,47,47.3,48.1,322755333,238011751,84743582,38671.8,1680.9,164.1,6.3,103.1
31.10.22,122002000,50.2,49.2,50,7.08,6.36,,,,,,,,,,,46.4,,,,,,46.2,,3.274,3.523,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,49.6,48.1,47.6,48,47.9,,,,,,,,103.7
