,us_adp,us_ism_manufacturing,us_ism_new_orders,us_ism_employment,us_mortgage_30y,us_mortgage_15y,us_NFIB_index,us_NFIB_plans_inc_empl,us_NFIB_plan_cap_outlays,us_NFIB_plan_inventories,us_NFIB_economy,us_NFIB_price_plan,zew_confidence,zew_situation,eu_hicp,eu_ip,eu_pmi_manuf,uk_rs_ex_fuel,uk_employment,uk_unemployment,uk_pmi_composite,uk_pmi_services,uk_pmi_manuf,uk_pmi_const,uk_2y,uk_10y,uk_halifax_housing,bra_cpi,bra_ppi_igpm,bra_ppi_igpdi,bra_ppi_igp10,bra_business_confidence_sa,bra_business_situation_sa,bra_business_expectations_sa,bra_ppi_incc,bra_uncertainty,bra_uncertainty_media,bra_uncertainty_expectations,bra_employment_leading_fgv,bra_gdp_fgv,bra_ip,bra_industry,bra_extrativist,bra_retail_sales,bra_exports,bra_imports,zinc_fut,nickel_fut,ironOre_fut,cny_new_loans,cny_total_reserves,cny_gold_reserves,cny_m1,cny_m2,cny_st_rate,cny_1y_rate,cny_5y_rate,cny_10y_rate,cny_pmi,cny_pmi_production,cny_pmi_new_orders,cny_pmi_exports,cny_pmi_inventory,cny_pmi_imports,cny_exports,cny_imports,cny_trade_balance,cny_coal_output,cny_oil_output,cny_ng_output,cny_ip,jpy_cpi
28.02.09,,35.8,32.8,25.5,5.25,4.92,82.283,-10,16,-7,-15,0,-5.8,-86.2,108.67,119.3,33.5,70.6,29429317.12,6.744484463,,43.2,34.7,27.8,1.451,3.64,-0.023,2922.73,403.737,410.849,418.021,79.6,79.6,80.2,410.262,123.6,123.1,116.2,64.3,143.6,87.62836,81.27809,88.1163,62.29272,9641.6,7917.3,1328,,,,,,,,,,,,,,,,,,,,,,,,,95.6
31.03.09,,36.3,40.3,28.6,5.15,4.72,82.009,-10,17,-14,-12,-2,-3.5,-89.4,109.06,129.1,33.9,71.5,29366018.25,7.071685646,,45.5,39.1,30.9,1.183,3.157,-0.019,2928.57,400.353,407.808,416.729,81,80.6,80.9,409.216,125.6,125.6,115.3,65,144.6,87.94206,85.50747,88.21296,68.34895,11863.9,10136.2,1420,,,,,,,,,,,,,,,,,,,,,,,,,95.9
30.04.09,,40.1,46.5,33.2,4.78,4.52,84.84,-15,21,-10,12,2,13,-91.6,109.43,121.5,36.8,71.8,29271826.52,7.274435623,,48.7,42.9,38.1,1.044,3.483,-0.017,2942.63,400.53,407.181,413.78,86.6,83.8,88.2,409.042,117.1,116.4,113.4,67.3,145.7,89.13264,84.07796,89.50959,68.86806,12364.4,8692.5,1540,,,,,,,,,,,,,,,,,,,,,,,,,96
31.05.09,,42.8,49,34.8,4.84,4.51,86.484,-10,18,-2,11,2,31.1,-92.8,109.62,130.1,40.7,71.8,29155207.6,7.589928481,,51.7,45.4,45.9,1.049,3.728,0.026,2956.46,401.232,406.885,414.47,90.5,87.7,92,414.742,111.8,110.4,112.8,73,146.7,90.33684,84.50631,90.5867,72.32877,11988.9,9437.6,1546,,,,,,,,,,,,,,,,,,,,,,,,,95.8
30.06.09,,44.8,51.7,40.7,5.29,4.79,87.854,4,27,-14,13,4,44.8,-89.7,109.85,127.9,42.6,72.7,29087482.07,7.763806134,,51.6,47,44.5,1.32,3.682,-0.005,2967.1,399.966,406.486,414.33,93.9,91.9,94.6,417.657,109.1,109.4,104.3,76.2,147.6,91.44418,88.2802,91.4522,69.21413,14606.1,9951.3,1750,,,,,,,,,,,,,,,,,,,,,,,,,95.6
31.07.09,,48.9,57.6,47.1,5.32,4.77,87.58,-11,20,-8,13,5,39.5,-89.3,109.34,132.7,46.3,72.8,29017697.48,7.868460583,,53.2,50.8,47,1.224,3.799,0.011,2974.22,397.393,404.718,412.883,97.5,95.7,97.6,418.757,109,108.5,107.5,79.6,148,92.61233,88.84318,92.43245,71.72314,14208.2,11343.8,1864,,,,,,,,,,,,,,,,,,,,,,,,,95.3
31.08.09,,52.9,66.6,46.1,5.22,4.63,89.954,-7,20,-11,19,8,56.1,-77.2,109.66,120.2,48.2,73,29075863.6,7.870161159,,54.1,49.7,47.7,0.851,3.545,0.008,2978.68,397.758,403.253,410.402,101.6,98.8,101.8,418.528,106.8,107.2,102.8,83.9,151.1,94.14913,88.89049,94.10042,72.84787,13876.4,10875.7,1950,,,,,,,,,,,,,,,,,,,,,,,,,95.6
30.09.09,,52.6,63.3,47.8,5.08,4.54,91.507,-4,24,-2,15,7,57.7,-74,109.69,129.9,49.3,72.8,29069187.6,7.847420288,,55.3,49.5,46.7,0.887,3.592,0.016,2985.83,398.738,404.945,411.843,104.8,101.9,107,419.147,109,106,117.6,87.9,151.4,95.56652,90.30747,95.86619,71.031,13865.9,12633.1,2170,,,,,,,,,,,,,,,,,,,,,,,,,95.6
31.10.09,,55.7,59.9,52.4,4.94,4.36,90.32,3,18,-5,18,6,56,-72.2,109.91,129.9,50.7,73.2,29083933.93,7.86837882,,56.9,53.7,46.2,0.863,3.612,0.012,2994.19,398.575,405.129,412.274,106.5,105.5,108.2,419.405,106,102.1,119.4,90.8,152.4,97.44166,90.54966,97.49764,76.74117,14142.6,12844.7,2312,,,,,,,,,,,,,,,,,,,,,,,,,95.2
30.11.09,,53.6,60.6,51.7,4.98,4.4,89.406,-3,23,-3,2,4,51.1,-65.6,110.09,132.2,51.2,73.3,29092061.3,7.781221709,,56.6,51.8,47,1.232,3.525,0.014,3006.47,398.857,405.548,412.558,108.2,108.3,109,420.635,101.9,100.1,108.7,94,153.6,98.79045,90.15356,99.4532,74.9243,12617.2,12127.2,2575,,,,,,,,,,,,,,,,,,,,,,,,,95
31.12.09,,55.9,63,51.6,4.71,4.27,88.493,0,13,-2,8,2,50.4,-60.6,110.44,124.1,51.6,73.3,29101654.14,7.772685956,,56.8,54.1,47.1,1.295,4.012,0.01,3017.59,398.407,404.499,412.275,109.9,108.8,113.9,421.051,99.5,96.9,110.3,97,154.7,99.13777,90.33023,100.38062,101.22567,14494.8,12378.5,2130,,,,,,,,,,,,,,,,,,,,,,,,,94.8
31.01.10,97609000,58.4,62.9,53.6,5.09,4.5,91.05,2,18,-2,15,8,47.2,-56.6,109.9,122.5,52.4,71.5,29057114.24,7.729148955,,54.5,56.7,48.6,1.311,3.9,0.006,3040.22,402.425,407.049,413.098,111.8,110,114.7,423.74,103.2,101.5,109,96.8,155.3,100.69814,95.47938,101.3627,75.4434,11254.1,11578.5,2197,,,,,,,,,,,,,,,,,,,,,,,,,94.9
28.02.10,97340000,56.5,57.1,54.6,5.01,4.4,92.877,2,29,-5,2,9,45.1,-54.8,110.25,113.8,54.2,73.3,29024163.99,7.919652679,,58.4,56.6,48.5,0.97,4.032,-0.015,3063.93,406.826,411.843,417.55,113.1,111,115.8,425.268,104.2,102.9,108.4,99.3,156.3,100.53075,96.3232,100.76328,69.90627,12151.8,11892,2370,,,,,,,,,,,,,,,,,,,,,,,,,94.9
31.03.10,97223000,59.6,61.4,54,4.97,4.33,94.521,11,28,-3,18,9,44.5,-51.9,111.26,127.9,56.6,73.7,29012557.19,8.009586729,,56.5,57.2,53.1,1.018,3.945,0.011,3079.86,409.399,415.734,422.158,114.8,114.5,115.3,428.476,96.7,94.8,106,99.7,158.4,102.70977,97.96071,103.0669,79.07714,15669.9,15124.6,2293.5,,,,,,,,,,,,,,,,,,,,,,,,,95.1
30.04.10,97145000,60.4,62.4,55.6,5.08,4.39,93.973,5,18,-2,8,14,53,-39.2,111.74,133.5,57.6,73.9,29047598.05,7.952375417,,55.3,58,58.2,1.144,3.914,-0.001,3097.42,412.341,418.917,424.824,113.9,114.7,112,432.079,96.9,92.9,114.7,99.2,159.6,103.09625,98.69939,103.39134,75.18385,15104.1,13965,1919.5,,,,,,,,,,,,,,,,,,,,,,,,,95.1
31.05.10,97157000,59.7,63.1,57.1,5,4.36,100.822,18,31,6,11,13,45.8,-21.6,111.91,141,55.8,74.3,29143686.6,7.922887015,,55.4,58,58.5,0.879,3.588,-0.004,3110.74,418.811,423.885,429.553,114.2,115.3,112.4,439.914,103.5,101.9,108.8,98.7,158.8,102.90003,97.37189,103.30938,79.76929,17633.6,14345.1,1782,,,,,,,,,,,,,,,,,,,,,,,,,95.1
30.06.10,97039000,56.2,60,55.9,4.79,4.2,89.954,0,25,-4,-7,10,28.7,-7.9,111.95,129.2,55.6,74.5,29191922.67,7.852351583,,54.4,57.5,58.4,0.756,3.358,-0.006,3110.74,420.241,427.489,435.151,112.8,113.9,111.1,444.718,101.2,98.2,113.1,95,157.9,102.43444,97.0325,102.59193,77.08724,17033.6,14929.4,2010,,,,,,,,,,,,,,,,,,,,,,,,,94.9
31.07.10,97214000,55.5,57,59.5,4.58,4.04,91.781,5,23,-4,-9,10,21.2,14.6,111.63,138.2,56.7,74.7,29325225.93,7.820322393,,53.1,57.3,54.1,0.77,3.332,0.006,3111.05,421.154,428.15,435.363,112.1,112.6,110.7,446.688,96.4,94.9,104.2,94.8,159.6,101.77292,98.04906,101.81217,79.68277,17638.2,16430.1,2074.75,,,,,,,,,,,,,,,,,,,,,,,,,94.4
31.08.10,97049000,56.3,56.9,62.1,4.49,3.95,92.877,0,18,6,-4,10,14,44.3,111.85,123.1,55.1,75,29339442.91,7.782018438,,51.3,54.3,52.1,0.635,2.834,0.002,3112.29,425.788,431.445,437.365,112.8,113.5,110.9,447.296,98.1,96.1,107.2,93.2,160.8,101.46665,99.25431,101.21375,80.54795,19172.9,16907.5,2193,,,,,,,,,,,,,,,,,,,,,,,,,94.5
30.09.10,96953000,54.4,53.5,57.9,4.32,3.83,96.621,10,29,4,11,8,-4.3,59.9,112.16,130.7,53.7,74.6,29385322.43,7.754645833,,52.8,53.4,53.8,0.643,2.946,-0.036,3126.29,430.453,436.423,442.255,112.7,113.8,111.2,448.222,98.9,97.5,105.1,93.5,161.4,101.73415,102.26406,101.62806,79.50973,18778.9,17843,2424.5,,,,,,,,,,,,,,,,,,,,,,,,,94.7
31.10.10,96870000,56.9,59.5,59.5,4.27,3.72,95.525,6,27,-7,13,13,-7.2,72.6,112.49,133.4,54.6,75,29307905.83,7.897150912,,53.2,54.9,51.6,0.685,3.072,0.018,3149.74,434.882,440.829,447.351,113,113.9,112.2,449.103,97.7,96.2,105.3,94.3,162.3,101.50249,99.29433,101.40612,83.40303,18323.5,16642.3,2111,,160.5,,,,,,,,,,,,,,,,,,,,,,,95
30.11.10,96751000,56.6,57.9,60.5,4.24,3.63,99.087,4,35,0,25,13,1.8,81.5,112.67,131.2,55.3,75.3,29283658.22,7.871096661,,53,58,51.8,0.903,3.222,-0.001,3175.88,441.754,447.206,452.551,112.1,113.8,111.2,450.763,101.5,99.6,108.6,93.3,163.6,102.10782,99.24588,102.31,82.36482,17629.8,17507,2446,,168.3,,,,,,,,,,,,,,,,,,,,,,,94.7
31.12.10,96473000,57,59.8,58.2,4.46,3.81,96.438,14,28,-2,13,15,4.3,82.6,113.39,122,57.1,74.5,29324410.56,7.86326863,,49.7,58.3,49.1,1.088,3.395,-0.013,3195.89,443.427,450.301,458.304,111.3,115.3,109.5,453.766,94.8,94.9,96.7,92.9,162.3,102.61426,99.80285,103.38831,111.60779,20806.7,15674.6,2415,,179.6,,,,,,,,,,,,,,,,,,,,,,,94.5
31.01.11,96630000,60.8,62.1,60.7,4.77,4.13,100.548,14,28,8,29,19,15.4,82.8,112.92,119.9,57.3,76,29391159.38,7.908611228,,54.5,62,53.7,1.3,3.659,0.008,3222.42,447.764,453.875,460.569,109.6,109.3,110.6,455.619,96.4,97.6,93.2,92,164.4,102.98495,100.17386,103.40208,81.67267,15140.2,14955.6,2516,,187.2,,,,,,,,,,,,,,,,,,,,,,,94.4
28.02.11,96762000,61.4,61.9,61.6,4.81,4.08,100.548,13,34,1,22,20,15.7,85.2,113.44,111.5,59,75.7,29441982.32,7.802659343,,52.6,61.5,56.5,1.397,3.689,-0.009,3248.2,452.047,458.397,465.308,110.9,110.6,111.4,456.917,96.8,98.4,92,93.6,164.3,104.14202,100.54368,104.16374,75.87599,16667,15680.7,2360,,174,,,,,,,,,,,,,,,,,,,,,,,94.4
31.03.11,96961000,61.2,61.7,60.9,4.87,4.15,95.708,9,44,0,14,24,14.1,85.4,114.68,127.2,57.5,75.9,29441076.07,7.778466707,,57.1,57.1,56.4,1.352,3.691,0.001,3273.86,454.805,461.249,469.204,109.6,108.9,110.1,458.887,97.1,98.4,93.3,92.3,164.5,104.6027,98.66243,105.08749,82.19178,19227.7,17866.2,2259,,179.1,,,,,,,,,,,,,,,,,,,,,,,94.6
30.04.11,97100000,60.4,62.1,59.7,4.87,4.1,94.338,5,26,-2,0,24,7.6,87.1,115.39,128.7,58,77.2,29435768.17,7.716984327,,54.3,54.6,53.3,1.099,3.484,-0.014,3299.07,457.059,463.311,471.813,110.9,110.5,110.4,463.766,97.1,97.3,97.4,92,164.6,101.98569,100.16137,102.21541,82.88392,20092.8,18459.3,2265,,168.6,,,,,,,,,,,,,,,,,,,,,,,94.7
31.05.11,97197000,53.5,53.9,57.5,4.71,3.89,93.151,5,23,-7,-4,22,3.1,91.5,115.48,136,54.6,75.9,29466488.69,7.821959084,,53.8,52.1,54,0.933,3.299,0.001,3314.58,457.09,465.311,474.416,109.3,108.9,109.7,477.405,94.1,94.9,93.3,90.4,166.8,104.98317,100.71469,105.21737,84.78731,23146.5,19828,2346.25,,164,,,,,,,,,,,,,,,,,,,,,,,94.7
30.06.11,97372000,55.3,55.9,61,4.55,3.74,95.251,12,27,5,-1,14,-9,87.6,115.42,125.8,52,76.1,29446562.51,7.940033426,,53.9,51.3,53.6,0.883,3.39,0.012,3319.55,456.49,464.463,473.355,109,108.8,109.1,479.183,96.7,97.5,95.4,89.1,166.9,102.97728,100.89259,103.03847,82.53785,23663.5,19399.8,2505,,173.1,,,,,,,,,,,,,,,,,,,,,,,94.6
31.07.11,97495000,50.9,54.4,55.3,4.6,3.75,92.694,-1,22,-2,-12,19,-15.1,90.6,114.92,135.4,50.4,76.6,29345106.21,8.012875366,,55.4,49.1,53.5,0.639,2.866,0.003,3324.86,456.258,463.927,472.779,108.4,108.1,108.2,481.33,96.3,98.8,88.1,88.7,166.1,102.94403,100.33561,102.95143,85.30642,22215.4,19247.1,2290.5,,177.4,,,,,,,,,,,,,,,,,,,,,,,94.6
31.08.11,97566000,50.6,51.3,54.6,4.39,3.54,91.781,0,26,-7,-16,16,-37.6,53.5,115.16,125.6,49,76.7,29298694.42,8.181446424,,51.1,49,52.6,0.602,2.605,-0.012,3337.16,459.055,465.968,473.729,106.4,105.5,106.6,481.966,111.6,116.5,86.7,85,166.1,101.9601,99.12051,101.92401,85.65249,26106.4,22396.1,1866.5,,177.5,,,,,,,,,,,,,,,,,,,,,,,94.7
30.09.11,97751000,51.6,51.3,54.7,4.22,3.39,90.594,14,22,-2,-17,15,-43.3,43.6,115.89,128,48.5,77.2,29280635.59,8.332914648,,52.9,51.1,50.1,0.576,2.42,-0.005,3354.85,462.509,468.975,476.717,104.9,104.7,104.4,482.658,108.4,110.5,96.2,84.8,166.6,100.35916,100.78287,100.04936,83.57606,23241.8,20342.5,2000,,150.4,,,,,,,,,,,,,,,,,,,,,,,94.7
31.10.11,97888000,50.8,51.2,54.9,3.94,3.26,93.973,9,28,-3,-14,15,-48.3,38.4,116.25,126.8,47.1,77.9,29300422.79,8.3717078,,51.3,47.4,53.9,0.548,2.442,0.012,3369.28,464.349,471.466,479.771,104.3,104.6,103.6,483.758,105.2,105.9,100,86.6,167,99.40576,99.8653,99.38802,86.95025,22056.8,19886.7,2071,,135.5,,,,,,,,,,,,,,,,,,,,,,,94.8
30.11.11,98089000,52.7,54,52.9,4,3.31,93.607,16,33,-4,-8,15,-55.2,34.2,116.43,124.3,46.4,77.2,29325338.38,8.46740622,,52.1,47.6,52.3,0.474,2.317,-0.009,3386.8,466.331,473.808,481.86,103.7,103.6,104.5,487.221,107,108.4,98.2,86.5,167.9,99.84624,102.98425,99.56311,87.90195,21719.1,21346.9,1845,,136.3,,,,,,,,,,,,,,,,,,,,,,,94.2
31.12.11,97905000,53.9,55.3,54.7,4,3.3,97.352,9,36,9,-3,14,-53.8,26.8,116.83,116,46.9,77.8,29342014.97,8.394072286,,54,49.6,53.2,0.334,1.977,-0.009,3403.73,465.586,473.252,482.752,103.1,104.1,103.5,487.749,105.7,108.9,90.3,85.3,166.8,102.42951,101.36018,103.37198,119.04831,22125.4,18468.6,2106,,140.4,,,,,,,,,,,,,,,,,,,,,,,94.3
31.01.12,98483000,54.1,55.2,54.2,3.91,3.23,96.986,13,30,0,2,17,-21.6,28.4,116.17,117.5,48.8,77.9,29346306.03,8.352232249,,56,52.1,51.4,0.356,1.969,0.006,3422.79,466.979,474.429,483.119,103.7,102.3,105.8,492.106,102.8,104.7,93.9,85.8,165.7,98.08904,93.90964,98.06821,87.98846,16026.7,17584.7,2112,,140.4,9754,,,,,,,,,,,,,,,,,,,,,,94.5
29.02.12,98659000,52.4,55.9,53.9,3.87,3.14,100.365,2,35,13,16,18,5.4,40.3,116.78,111,49,77.7,29380824.49,8.288603114,,53.8,51.2,54.3,0.412,2.148,-0.005,3438.19,467.308,474.138,483.307,103.9,102.9,104.6,493.584,96.9,98.6,91,87.6,166.2,98.88405,100.2729,98.57755,83.92213,17961.2,16448.1,2000,,144.6,10431,,,,,,,,,,,,,,,,,,,,,,94.7
31.03.12,98571000,53.4,55.9,55.1,3.9,3.17,99.178,4,29,8,15,21,22.3,37.6,117.98,123.2,47.7,79.3,29453641.89,8.210360769,,55.3,52.1,56.7,0.428,2.202,0.022,3445.41,469.91,476.166,484.623,104.5,103.8,105.3,496.079,95.4,93.9,103,88.2,166.4,98.31657,100.21164,98.18898,92.48738,20843.6,1932.3,2063,,147.6,18703,,,,,,,,,,,,,,,,,,,,,,95.1
30.04.12,98973000,54.8,57.3,56.4,3.98,3.21,99.178,12,30,-1,2,23,23.4,40.7,118.54,124.5,45.9,77.9,29491765.85,8.173665815,,53.3,50.5,55.8,0.455,2.11,-0.024,3467.46,474.683,480.229,488.013,103.8,102.1,104.9,499.791,97.8,97.3,100.2,88.7,166.2,98.37829,100.55203,97.97533,87.81543,19519.3,18852.5,1871,,136.3,9637,,,,,,,,,,,,,,,,,,,,,,95.2
31.05.12,99011000,53.5,58.9,56.5,3.84,3.07,99.361,11,30,-3,6,16,10.8,44.1,118.43,131.4,45.1,78.6,29564393.02,8.080310081,,53.3,45.9,54.4,0.244,1.568,0.005,3479.94,479.019,485.14,492.941,103.2,102,104.6,509.184,101.6,99.5,109.3,87.7,168.6,98.8667,102.77929,98.54572,91.70872,23190.1,20418.2,1877,,134.6,11432,,,,,,,,,,,,,,,,,,,,,,94.9
30.06.12,99257000,49.7,51.5,56.7,3.67,2.94,93.699,9,29,-2,-5,15,-16.9,33.2,118.29,121.9,45.1,78.8,29666915.53,7.991643202,,51.3,48.6,48.2,0.283,1.731,0.01,3482.72,482.311,488.342,496.536,102.9,102.1,103.7,512.903,106.3,104.2,111.7,85.7,169.3,99.08899,100.18498,98.91188,90.23792,19313.4,18703.2,1842,,127.9,17802,,,,,,,,,,,,,,,,,,,,,,94.4
31.07.12,99379000,49.8,49.2,52.1,3.62,2.89,92.968,6,23,-2,-3,17,-19.6,21.1,117.85,125.6,44,78.8,29744028.38,8.038419212,,51,45.4,50.9,0.091,1.471,-0.006,3497.7,489.621,494.891,501.285,102.9,102.1,103.6,516.318,105.6,103.5,111.3,84.4,170.8,100.41261,100.06603,100.28418,91.44917,20971.3,18289.2,1841,,107.8,10522,,,,,,,,,,,,,,,,,,,,,,94.1
31.08.12,99569000,49.6,48.4,52.5,3.55,2.83,93.516,7,21,-6,5,17,-25.5,18.2,118.27,116.4,45.1,79.1,29778782.28,7.889624462,,53.7,49.5,49,0.088,1.474,-0.004,3512.04,495.949,501.957,509.247,103.4,103.5,103,517.657,98.8,95.8,111.1,84,171.7,102.39472,99.0763,102.9484,94.21774,22314.2,19295.3,2096,,99.2,12475,,,,,,,,,,,,,,,,,,,,,,94.3
30.09.12,99807000,51.5,53,54.1,3.55,2.86,96.804,10,29,-4,7,20,-18.2,12.6,119,122.5,46.1,79.5,29758629.56,7.859896155,,52.2,48.4,49.5,0.195,1.715,-0.004,3532.06,500.314,506.804,514.609,104.9,103.9,104.9,518.816,97.5,96.5,102.2,86.9,170.8,100.67369,97.21994,101.15868,90.75703,19959.1,17596.2,1870,,113.95,16462,,,,,,,,,,,,,,,,,,,,,,94.4
31.10.12,100043000,51.7,50.2,52.9,3.36,2.69,95.799,10,31,-2,5,17,-11.5,10,119.33,124.1,45.4,79.5,29744359.16,7.851700178,,50.6,47.5,50.9,0.258,1.846,-0.007,3552.9,498.739,506.926,516.779,104.5,104.6,104.2,519.907,96.3,94.7,104.1,89,171.1,102.0346,104.31808,102.07376,94.90988,21739,20381.5,2046,,120.35,12906,,,,,,,,,,,,,,,,,,,,,,94.4
30.11.12,100148000,49.5,49.5,48.6,3.39,2.7,87.854,12,15,-7,-39,16,-15.7,5.4,119.17,118.8,46.2,79.2,29848923.9,7.819721578,,50.2,49.1,49.3,0.318,1.773,0.01,3574.22,499.989,506.795,515.347,104.5,104.5,104.6,521.638,93.4,94,93.6,88.7,170.9,100.6262,97.41049,101.04415,95.25595,20449.1,20824.2,2080,,128.55,11225,,,,,,,,,,,,,,,,,,,,,,94.1
31.12.12,100357000,50.7,50.3,52.2,3.34,2.67,90.228,-5,30,0,-40,16,6.9,5.7,119.57,111.6,46.1,79.8,29907774.23,7.813578356,,48.9,51.4,48.7,0.331,1.836,0.013,3602.46,503.283,510.252,518.573,103.6,103.5,104.2,522.474,94.8,96.1,91.5,88.4,174.2,101.34585,100.96859,101.61646,125.10454,19695.4,17648.5,2145,,150.86,16282,,,,,,,,,,,,,,,,,,,,,,94.1
31.01.13,100303000,53.1,51.6,54.2,3.34,2.64,92.877,8,23,-2,-25,21,31.5,7.1,118.62,110.2,47.9,79.9,29890877.4,7.822212105,,51.5,50.8,48.7,0.379,2.095,-0.002,3633.44,504.83,511.977,520.751,103.2,103.5,103,525.85,95.6,96,95.7,89,171.8,102.25326,95.44717,102.75498,93.26604,15949,20132.8,2065,,154.64,25446,,,,,,,,,,,,,,,,,,,,,,94.2
28.02.13,100489000,54.2,57,52.7,3.53,2.77,92.603,12,37,-2,-22,22,48.2,5.2,119.1,104.3,47.9,81,29815121.81,7.975797822,,51.8,47.9,46.8,0.251,1.972,0.005,3655.24,505.832,513.467,522.26,103.3,102.6,103.4,529.029,91.5,90.9,97.1,88.8,171.1,99.48877,96.0331,99.68796,83.66258,15510.8,16951.3,1897,,139.87,10705,,,,,,,,,,,,,,,,,,,,,,94
31.03.13,100700000,51.3,52.7,52.8,3.52,2.76,95.251,7,32,0,-17,17,48.5,13.6,120.2,117.1,46.8,79.9,29839224.15,7.844702684,,52.4,48.3,47.2,0.206,1.762,0.002,3672.42,507.375,514.526,523.431,103.2,102.2,104,531.691,92.6,91.2,101.3,89.2,172.5,101.38256,92.58526,102.17026,96.64023,19280.5,19265.1,1868,,137.44,25503,,,,,,,,,,,,,,,,,,,,,,94.2
30.04.13,100744000,50.7,50.6,50.4,3.54,2.74,94.064,15,33,-3,-14,18,36.3,9.2,120.17,120.2,46.7,79.2,29883838.6,7.792030801,,52.9,49.8,49.4,0.247,1.674,0.011,3692.62,507.087,515.276,524.361,102.3,101.8,103.1,535.601,91.5,91.9,93.3,86.5,174.2,102.95243,94.19522,104.17057,89.28623,20595.1,21756.3,1927,,124.66,17629,,,,,,,,,,,,,,,,,,,,,,94.5
31.05.13,101112000,49,51.1,49.5,3.35,2.56,98.995,14,30,8,5,14,36.4,8.9,120.3,126.4,48.3,81.1,29860549.83,7.758051933,,54.9,51.3,50.8,0.39,2.007,0.004,3706.28,508.715,515.299,523.884,103.5,103.1,104.1,547.655,90.7,92.4,87.5,88,173.9,102.6981,94.03375,103.71715,95.77505,21780.8,21187,1853,,114.75,11871,,,,,,,,,,,,,,,,,,,,,,94.6
30.06.13,101210000,50.9,55.9,50.8,3.91,3.03,98.174,9,34,6,-3,17,38.5,8.6,120.36,115.3,48.8,81.6,29938306.65,7.748235829,,56.9,52.5,51,0.394,2.438,0.006,3715.92,512.598,519.153,527.188,103,102.4,104,553.948,94.6,95.9,91.4,86.9,173.9,103.27682,97.70101,104.0844,91.70872,21082.2,18955.3,1843,,127.43,10375,,,,,,,,,,,,,,,,,,,,,,94.6
31.07.13,101456000,55.4,58,54,4.29,3.39,98.995,17,33,-1,2,15,36.3,10.6,119.88,122.1,50.3,82.1,29994431.04,7.671112532,,60.2,54.6,57,0.321,2.357,0.009,3717.03,513.313,520.508,529.467,100.1,100.7,100,556.6,93.8,95.5,89.5,82,174.8,102.58444,96.11202,103.31317,96.9863,20766.1,22838.7,1905,,137.05,8191,,,,,,,,,,,,,,,,,,,,,,94.8
31.08.13,101745000,55.7,61.5,54.5,4.39,3.43,94.795,9,27,3,0,18,42,18.3,120.04,115.6,51.4,81.7,30024283.44,7.697584735,,60.5,57.2,59.1,0.431,2.777,0.004,3725.95,515.688,521.27,530.252,101.5,101.9,100.7,558.34,88.7,91,83.9,84.1,175,102.74422,96.22057,103.84,100.01442,21364.5,20338.6,1918,,134.19,15841,,,,,,,,,,,,,,,,,,,,,,95.1
30.09.13,101876000,56.2,60.7,54.6,4.57,3.59,96.712,14,36,5,-16,20,49.6,30.6,120.52,120.6,51.1,82.8,30106409.87,7.618197136,,60.3,56.7,58.9,0.447,2.719,0.003,3738.99,522.69,529.085,535.843,101.7,101.5,101.7,560.767,92.2,94.4,86.1,84.2,175.8,103.35144,96.60235,104.20171,94.56381,20810.6,1916.2,1952,,132.57,14120,,,,,,,,,,,,,,,,,,,,,,95.4
31.10.13,102009000,56.4,58.9,53.2,4.22,3.29,93.699,8,30,-8,-12,19,52.8,29.7,120.44,117.6,51.3,82.3,30222947.29,7.36881888,,62.5,56,59.4,0.43,2.623,0.007,3760.3,525.966,533.621,541.77,100.2,100.9,99.6,562.241,90.7,93,85.2,85.2,175.3,102.18884,100.11256,102.98198,100.01442,22768.1,23171,1887,,136.32,8645,,,,,,,,,,,,,,,,,,,,,,95.5
30.11.13,102323000,57.3,60.2,56.5,4.16,3.27,98.174,18,38,4,-19,19,54.6,28.7,120.34,117.5,51.6,82.7,30301623.62,7.169614006,,60,58.4,62.6,0.465,2.77,0.011,3780.61,527.422,535.168,544.135,99.5,99.6,99.2,564.201,85.1,89.3,74,85.1,176.2,102.80804,99.95865,103.1509,102.00433,20807.1,19273.8,2055,,135.79,12310,,,,,,,,,,,,,,,,,,,,,,95.5
31.12.13,102524000,57,64.9,56.9,4.46,3.47,98.904,13,38,3,-6,19,62,32.4,120.75,111.2,52.7,82.3,30290440.55,7.220599773,,58.8,57.3,62.1,0.566,3.032,-0.006,3815.39,531.056,538.37,546.506,99.2,99.6,99.1,564.765,85.1,88.6,76.8,86.9,175.4,99.07808,97.58277,99.23736,129.94953,20796.2,18256,1972,,122.63,12532,,,,,,,,,,,,,,,,,,,,,,95.6
31.01.14,102819000,51.3,52.8,52.3,4.53,3.55,97.26,14,28,9,-8,19,61.7,41.2,119.69,102.9,54,83.2,30328871.32,7.161771104,,58.3,56.7,64.6,0.495,2.711,0.011,3836.37,533.197,540.959,549.664,97.9,97.4,98.1,569.72,89.3,91.3,85.2,86.1,176.6,100.85059,97.69324,100.83626,99.23576,15961.8,19852.4,2073,,121.37,26004,,,,,,,,,,,,,,,,,,,,,,95.5
